v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24
3874,2,-0.5,-1.5,-2,1.5,-0.5,1,2,2,0,2,0,2,0.5,2505585,3006702,1829077,2146530321,35,0
3875,2,2,-0.5,-2,1.5,-0.5,1,0.5,2,985000,0.5,150248,-0.5,0.5,911197,1047877,792741,15577443,61,251
3876,2,0.5,-0.5,-2,1.5,-0.5,1,2,2,0,2,0,0.5,0.5,0,0,0,120098121,31,0
3877,2,0.5,-0.5,-2,1.5,-0.5,1,0.5,2,851000,0.5,886394,-0.5,0.5,833883,900594,767172,15591399,64,92
3878,2,-0.5,-0.5,-2,1.5,0,1,0,2,377500,0,340000,-0.5,0.5,430133,473146,400024,15497278,71,4524
3879,2,0.5,-0.5,-2,1.5,0,1,0,2,300000,0,290962,-0.5,0.5,550476,611028,495428,15496587,73,328
3880,2,-0.5,-1.5,-2,1.5,0,1,2,2,165000,2,150000,0.5,0.5,210468,220991,195735,15623650,42,3804
3881,2,1.5,-0.5,-2,1.5,0,1,0,2,785000,0,680000,-0.5,0.5,840345,899169,773117,15492769,50,2261
3882,2,1.5,-0.5,-2,1.5,0,1,0.5,2,415000,0.5,127840,-0.5,0.5,558430,670116,413238,15492783,49,238
3883,2,0.5,-0.5,-2,1.5,0,1,1,2,0,1,196815,-0.5,0.5,800279,864301,736257,15494911,55,0
3884,2,0.5,-0.5,-2,1.5,0,1,0.5,2,420000,0.5,524206,-0.5,0.5,734833,830361,683395,15500771,94,5200
3885,2,1.5,-0.5,-2,1.5,0,1,0,2,129000,0,220447,-0.5,0.5,608279,699521,523120,15496797,61,9918
3886,2,0.5,-0.5,-2,1.5,0,1,0.5,2,545000,0.5,503000,-0.5,0.5,677698,711583,643813,15491667,54,3788
3887,2,1.5,-0.5,-2,1.5,0,1,0.5,2,290000,0.5,395556,-0.5,0.5,734994,786444,690894,15492906,47,7093
3888,2,0.5,-0.5,-2,1.5,0,1,2,2,313000,2,295000,0.5,0.5,384587,407662,365358,15624099,42,4185
3889,2,0.5,-0.5,-2,1.5,0,1,2,2,120000,2,194034,1,0.5,401235,421297,365124,15624102,42,10198
3890,2,-0.5,-1.5,-2,1.5,0,1,2,2,168000,2,150000,0.5,0.5,219315,243440,206156,15623974,42,4536
3891,2,0.5,-0.5,-2,1.5,0,1,-0.5,2,0,-0.5,253008,2,0.5,768320,845152,699171,15499358,84,0
3892,2,0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,103894,-0.5,0.5,765026,826228,688523,15495353,55,0
3893,2,-0.5,-1.5,-2,1.5,0,1,-2,2,0,-2,0,0.5,0.5,489305,552915,406123,2138861328,35,0
3894,2,2,-0.5,-2,1.5,0,1,0,2,345000,0,485706,2,0.5,870866,975370,757653,15496338,75,7770
3895,2,-0.5,-0.5,-2,1.5,0,1,0,2,0,0,56912,-0.5,0.5,465592,507495,423689,15497285,70,0
3896,2,0.5,-0.5,-2,1.5,0,1,-0.5,2,660000,-0.5,480000,-0.5,0.5,680908,742190,626435,15499606,86,3122
3897,2,-0.5,-1.5,-2,1.5,0,1,2,2,77400,2,100348,1,0.5,223046,278808,153902,15623913,42,6085
3898,2,-0.5,-1.5,-2,1.5,0,1,2,2,85900,2,138885,0.5,0.5,273124,286780,251274,15624179,42,10374
3899,2,-0.5,-0.5,-2,1.5,0,1,0,2,630000,0,400000,-0.5,0.5,521521,558027,485015,15496604,73,2662
3900,2,-0.5,-1.5,-2,1.5,0,1,2,2,345000,2,230000,0.5,0.5,298026,312927,277164,15623520,42,3193
3901,2,0.5,-0.5,-2,1.5,0,1,0.5,2,288000,0.5,396812,-0.5,0.5,728697,765132,677688,15494695,57,7391
3902,2,1.5,-0.5,-2,1.5,0,1,0.5,2,60000,0.5,173543,-0.5,0.5,871714,924017,810694,15494926,55,14113
3903,2,0.5,-0.5,-2,1.5,0,1,0.5,2,795000,0.5,795000,-0.5,0.5,765660,941762,612528,15492089,52,2396
3904,2,2,-0.5,-2,1.5,0,1,0,2,1100000,0,800000,-0.5,0.5,1050420,1123949,966386,63158015,10,51
3905,2,0.5,-0.5,-2,2,0.5,1.5,1,2,0,1,98309,-0.5,1,955079,1041036,878673,15556043,53,0
3906,2,0.5,-0.5,-2,2,0.5,1.5,1,2,835000,1,964078,-0.5,1,1296236,1425860,1179575,15561191,63,3647
3907,2,2,-0.5,-2,2,0.5,1.5,1,2,530000,1,1288170,-0.5,1,2309363,2586487,2009146,89225618,1,2978
3908,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,134958,-0.5,1,1311294,1442423,1206390,15557718,55,0
3909,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,1100000,0.5,1122000,-0.5,1,1217568,1339325,1071460,15550740,63,650
3910,2,0.5,-0.5,-2,2,0.5,1.5,1,2,828000,1,1013182,-0.5,1,1342511,1463337,1208260,15560235,66,4795
3911,2,2,-0.5,-2,2,0.5,1.5,0.5,2,1175000,0.5,1222470,-0.5,1,1450591,1624662,1305532,15556395,50,1210
3912,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,115443,-0.5,1,1104938,1171234,1016543,15554823,48,0
3913,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,928000,0.5,910000,-0.5,1,983564,1121263,865536,15560838,66,2907
3914,2,0.5,-0.5,-2,2,0.5,1.5,0,2,760000,0,748000,-0.5,1,848105,924434,788738,15551757,66,2394
3915,2,-0.5,-1.5,-2,2,0.5,1.5,-2,2,0,-2,0,2,1,866999,1014389,762959,2129825002,64,0
3916,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,530000,0.5,708000,-0.5,1,919470,993028,836718,15551856,68,4034
3917,2,0,-0.5,-2,1.5,0,1,-0.5,2,572000,-0.5,595108,-0.5,1,672098,719145,618330,15532268,46,1367
3918,2,2,-0.5,-2,1.5,0,1,-2,2,553000,-2,650400,-0.5,1,689719,751794,634541,58660724,12,4234
3919,2,2,-0.5,-2,1.5,0,1,2,2,1275000,2,1650000,-0.5,1,3030029,3514834,2454323,15536712,7,2989
3920,2,-0.5,-1.5,-2,1.5,0,1,-2,2,0,-2,0,-0.5,1,1580069,1975086,1185052,2109268959,0,0
3921,2,0.5,-0.5,-2,1.5,0,1,0,2,178500,0,246358,-0.5,1,634557,666285,590138,15530124,60,7650
3922,2,0.5,-0.5,-2,1.5,0,1,0.5,2,810000,0.5,606156,-0.5,1,645631,729563,593981,15531167,59,28
3923,2,1.5,-0.5,-2,1.5,0,1,1,2,1160000,1,1364320,-0.5,1,1833001,1961311,1668031,15543689,22,4138
3924,2,1.5,-0.5,-2,1.5,0,1,0.5,2,379500,0.5,551266,-0.5,1,944723,1020301,831356,15538521,69,4416
3925,2,0.5,-0.5,-2,1.5,0,1,0.5,2,1075000,0.5,205908,-0.5,1,1362598,1471606,1158208,15520012,59,100
3926,2,-0.5,-1.5,-2,1.5,0,1,0.5,2,75000,0.5,330979,2,1,754968,830465,664372,15522472,98,11553
3927,2,0.5,-0.5,-2,1.5,0,1,0.5,2,892000,0.5,800000,-0.5,1,1067653,1153065,950211,15537761,74,2862
3928,2,-0.5,-1.5,-2,1.5,0,1,-0.5,2,0,-0.5,63377,2,1,692007,747368,643567,15522430,86,0
3929,2,-0.5,-0.5,-2,1.5,0,1,0.5,2,495000,0.5,571516,-0.5,1,728368,815772,662815,15525116,76,3922
3930,2,-0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,92120,-0.5,1,832179,915397,748961,15543871,63,0
3931,2,1,-0.5,-2,1.5,0,1,0.5,2,0,0.5,150809,-0.5,1,1729544,1867908,1556590,15526613,84,0
3932,2,-0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,100522,-0.5,1,979851,1068038,862269,15535965,73,0
3933,2,1.5,-0.5,-2,1.5,0,1,0.5,2,875000,0.5,1157280,-0.5,1,1917199,2108919,1782995,15522848,26,6258
3934,2,0.5,-0.5,-2,1.5,0,1,0.5,2,655000,0.5,668100,-0.5,1,985882,1094329,877435,15537183,61,897
3935,2,-0.5,-0.5,-2,1.5,0,1,0,2,430000,0,450738,-0.5,1,603138,657420,542824,15525764,63,1399
3936,2,1.5,-0.5,-2,1.5,0,1,1,2,950000,1,1013326,-0.5,1,1721565,1807643,1549409,15542209,36,2213
3937,2,0.5,-0.5,-2,1.5,0,1,0.5,2,700000,0.5,873814,-0.5,1,1193441,1288916,1086031,15535736,64,3863
3938,2,0.5,-0.5,-2,1.5,0,1,0.5,2,585000,0.5,500000,-0.5,1,594855,654340,553215,15530302,60,1450
3939,2,2,-0.5,-2,1.5,0,1,0.5,2,180182,0.5,587866,-0.5,1,829185,953563,729683,15538519,69,4083
3940,2,0.5,-0.5,-2,1.5,0,1,0.5,2,122000,0.5,204814,-0.5,1,618995,662325,575665,15529923,59,10936
3941,2,0.5,-0.5,-2,1.5,0,1,0.5,2,640000,0.5,516956,-0.5,1,1020370,1183629,867315,15538089,73,160
3942,2,-0.5,-0.5,-2,1.5,0,1,-0.5,2,0,-0.5,56994,-0.5,1,496918,571456,402504,15527032,81,0
3943,2,-0.5,-0.5,-2,1.5,0,1,0.5,2,664900,0.5,402634,-0.5,1,592692,640107,545277,15524190,71,2484
3944,2,0.5,-0.5,-2,1.5,0,1,0.5,2,624501,0.5,555000,-0.5,1,719022,790924,654310,15522461,112,4354
3945,2,0.5,-0.5,-2,1.5,0,1,0,2,515000,0,535806,-0.5,1,704058,760383,654774,15531497,59,1346
3946,2,-0.5,-0.5,-2,1.5,0,1,2,2,500000,2,438000,0.5,1,526324,552640,484218,15626438,21,3327
3947,2,2,-0.5,-2,1.5,0,1,0.5,2,1260000,0.5,1220000,-0.5,1,1295045,1398649,1165541,15537055,69,2834
3948,2,0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,87093,-0.5,1,779541,865291,709382,15531758,60,0
3949,2,0.5,-0.5,-2,1.5,0,1,0.5,2,569000,0.5,596442,-0.5,1,796609,844406,748812,15545161,72,1728
3950,2,0.5,-0.5,-2,1.5,0,1,0.5,2,365000,0.5,203755,-0.5,1,1013437,1114781,932362,15544246,59,8947
3951,2,1.5,-0.5,-2,1.5,0,1,1,2,225000,1,440470,-0.5,1,1469226,1601456,1292919,15542179,58,10341
3952,2,-0.5,-0.5,-2,1.5,0,1,0,2,640000,0,738932,2,1,806961,879587,734335,15528959,82,3695
3953,2,1,-0.5,-2,1.5,0,1,0.5,2,750000,0.5,207816,-0.5,1,926229,1046639,833606,15523396,36,66
3954,2,2,-0.5,-2,1.5,0,1,1,2,690000,1,1070706,-0.5,1,1496941,1616696,1362216,15540700,54,4671
3955,2,1.5,-0.5,-2,1.5,0,1,-0.5,2,875000,-0.5,750000,1,1,885223,964893,805553,15532251,47,3173
3956,2,-0.5,-0.5,-2,1.5,0,1,-0.5,2,0,-0.5,0,2,1,859449,971177,653181,2134654084,59,0
3957,2,-0.5,-0.5,-2,1.5,0,1,2,2,0,2,0,0.5,1,308841,339725,268692,119929076,30,0
3958,2,1,-0.5,-2,2,1,2,1,2,120000,1,219771,-0.5,0.5,966622,1072950,889292,18449569,36,12851
3959,2,1,-0.5,-2,2,1,2,0.5,2,761500,0.5,821000,-0.5,0.5,1016666,1067499,965833,61237543,12,4153
3960,2,0.5,-0.5,-2,2,1,2,0.5,2,880000,0.5,776000,-0.5,0.5,916277,971254,861300,18451098,28,3599
3961,2,2,-0.5,-2,2,1,2,1,2,2100000,1,1368000,-0.5,0.5,1665378,1815262,1515494,59399688,11,2848
3962,2,1.5,-0.5,-2,2,1,2,0.5,2,725000,0.5,716000,-0.5,0.5,931236,987110,875362,95434943,3,924
3963,2,1.5,-0.5,-2,2,1,2,0.5,2,780000,0.5,793500,-0.5,0.5,981502,1030577,932427,18456048,22,4059
3964,2,1.5,-0.5,-2,2,1,2,1,2,1360000,1,923500,-0.5,0.5,1114494,1192509,1047624,50918942,13,3157
3965,2,1,-0.5,-2,2,1,2,1,2,778000,1,933336,-0.5,0.5,1161649,1219731,1103567,54628087,13,4493
3966,2,1.5,-0.5,-2,2,1,2,1,2,615000,1,288449,-0.5,0.5,704134,774547,668927,18445435,36,393
3967,2,1,-0.5,-2,2,1,2,1,2,1190000,1,1002500,-0.5,0.5,1142509,1199634,1085384,54628071,13,2374
3968,2,-0.5,-1.5,-2,2,1,2,2,2,260000,2,217500,0.5,0.5,291813,309322,271386,68042711,26,1672
3969,2,-0.5,-1.5,-2,2,1,2,-2,2,285000,-2,167000,-0.5,0.5,384902,415694,357959,18451453,26,2078
3970,2,2,-0.5,-2,2,1,2,1,2,1479000,1,1393000,-0.5,0.5,1672446,1822966,1521926,68034410,11,3765
3971,2,1.5,-0.5,-2,2,1,2,0.5,2,920000,0.5,928000,-0.5,0.5,1104014,1159215,1048813,50918706,14,3640
3972,2,1.5,-0.5,-2,2,1,2,0,2,960000,0,859500,-0.5,0.5,1013412,1064083,962741,68040630,9,2673
3973,2,2,-0.5,-2,2,1,2,0.5,2,945500,0.5,780500,-0.5,0.5,937223,984084,871617,68040302,9,2942
3974,2,1,-0.5,-2,2,1,2,-2,2,563000,-2,396500,1,0.5,507408,558149,461741,18440332,20,3367
3975,2,1,-0.5,-2,2,1,2,-0.5,2,680000,-0.5,692000,-0.5,0.5,781519,820595,734628,61236359,12,3964
3976,2,1.5,-0.5,-2,2,1,2,1,2,96000,1,200709,-0.5,0.5,936877,993090,871296,18448585,38,13337
3977,2,0.5,-0.5,-2,2,1,2,1,2,426000,1,639137,-0.5,0.5,891130,962420,837662,18454767,25,9005
3978,2,1,-0.5,-2,2,1,2,-2,2,0,-2,0,1,0.5,0,0,0,2108320295,5,0
3979,2,1.5,-0.5,-2,2,1,2,1,2,975000,1,683500,-0.5,0.5,883086,944902,821270,18441241,40,3418
3980,2,0.5,-0.5,-2,2,1,2,1,2,295000,1,375553,-0.5,0.5,702783,759006,667644,18445488,31,5572
3981,2,0.5,-0.5,-2,2,1,2,-2,2,230000,-2,234600,-0.5,0.5,608266,687341,523109,18450864,26,940
3982,2,1,-0.5,-2,2,1,2,-0.5,2,630000,-0.5,526000,-0.5,0.5,717032,767224,674010,18451800,18,3579
3983,2,1.5,-0.5,-2,2,1,2,-2,2,663000,-2,625000,-0.5,0.5,714870,779208,643383,50918657,14,2430
3984,2,0.5,-0.5,-2,2,1,2,0.5,2,166000,0.5,84316,-0.5,0.5,501420,541534,466321,18443916,51,7490
3985,2,1.5,-0.5,-2,2,1,2,2,2,787500,2,670000,-0.5,0.5,819867,860860,762476,72556841,8,2722
3986,2,1.5,-0.5,-2,2,1,2,0.5,2,1099000,0.5,858500,-0.5,0.5,956537,1004364,889579,50918785,15,3249
3987,2,0.5,-0.5,-2,2,1,2,-2,2,141000,-2,218530,0.5,0.5,385675,408816,358678,18450885,27,9752
3988,2,1.5,-0.5,-2,2,1,2,1,2,0,1,655384,-0.5,0.5,971523,1029814,903516,18449222,27,0
3989,2,0.5,-0.5,-2,2,1,2,0.5,2,705000,0.5,571000,-0.5,0.5,656330,702273,610387,18448096,38,3082
3990,2,1.5,-0.5,-2,2,1,2,1,2,498000,1,645090,-0.5,0.5,930167,976675,883659,18449389,33,6054
3991,2,1.5,-0.5,-2,2,1,2,0,2,550000,0,559266,-0.5,0.5,703788,738977,668599,18441391,36,756
3992,2,1.5,-0.5,-2,2,1,2,0.5,2,745500,0.5,893000,-0.5,0.5,1093940,1159576,1017364,50918794,14,4951
3993,2,1.5,-0.5,-2,2,1,2,1,2,800500,1,907500,-0.5,0.5,1128241,1207218,1060547,50918973,11,3829
3994,2,2,-0.5,-2,2,1,2,1,2,874000,1,1112168,-0.5,0.5,1672508,1823034,1505257,18462000,16,5557
3995,2,1.5,-0.5,-2,2,1,2,-0.5,2,635000,-0.5,563500,1,0.5,676440,723791,635854,50918519,14,2149
3996,2,1.5,-0.5,-2,2,1,2,1,2,437500,1,590068,-0.5,0.5,1075936,1151252,1011380,18446180,19,6586
3997,2,1.5,-0.5,-2,2,1,2,-0.5,2,690000,-0.5,588500,-0.5,0.5,741259,785735,696783,64518886,10,3319
3998,2,1,-0.5,-2,2,1,2,-2,2,500000,-2,508500,1,0.5,621682,671417,590598,64604616,10,1479
3999,2,1.5,-0.5,-2,2,1,2,-0.5,2,675000,-0.5,583000,-0.5,0.5,718588,776075,675473,68041858,9,83
4000,2,1.5,-0.5,-2,2,1,2,0.5,2,1250000,0.5,895000,-0.5,0.5,1106559,1161887,1040165,18462219,15,2093
4001,2,1.5,-0.5,-2,2,1,2,0.5,2,1011000,0.5,856500,-0.5,0.5,1027903,1079298,976508,68043067,9,2781
4002,2,1.5,-0.5,-2,2,1,2,1.5,2,570000,1.5,711425,-0.5,0.5,1164768,1257949,1094882,18445967,31,5130
4003,2,1.5,-0.5,-2,2,1,2,1.5,2,268500,1.5,417336,-0.5,0.5,919036,974178,845513,18442978,30,9745
4004,2,1.5,-0.5,-2,2,1,2,-0.5,2,725000,-0.5,561000,1,0.5,703328,752561,661128,50918445,14,2578
4005,2,1.5,-0.5,-2,2,1,2,0.5,2,647000,0.5,554000,-0.5,0.5,696702,731537,654900,18442125,35,2003
4006,2,1.5,-0.5,-2,2,1,2,0.5,2,376500,0.5,507642,-0.5,0.5,938809,985749,882480,18456213,19,6587
4007,2,2,-0.5,-2,2,1,2,0.5,2,1102000,0.5,1026500,-0.5,0.5,1233995,1295695,1135275,95411033,5,1696
4008,2,2,-0.5,-2,2,1,2,0.5,2,1097500,0.5,891000,-0.5,0.5,1054657,1107390,1001924,67699107,10,3290
4009,2,1.5,-0.5,-2,2,1,2,1,2,340000,1,478680,-0.5,0.5,866009,935290,805388,18441562,36,7916
4010,2,1.5,-0.5,-2,2,1,2,-2,2,458000,-2,550997,1,0.5,646059,691283,600835,50918635,14,4559
4011,2,1.5,-0.5,-2,2,1,2,0.5,2,460000,0.5,788000,2,0.5,1014610,1156655,862419,18447749,43,3921
4012,2,1.5,-0.5,-2,2,1,2,0,2,391500,0,750000,-0.5,0.5,985270,1034533,926154,72555539,8,2547
4013,2,2,-0.5,-2,2,1,2,2,2,0,2,244494,-0.5,0.5,2083176,2374821,1749868,95387433,0,0
4014,2,1.5,-0.5,-2,2,1,2,0,2,695500,0,697500,-0.5,0.5,920274,975490,865058,68034744,11,3835
4015,2,1,-0.5,-2,2,1,2,1,2,789000,1,781000,-0.5,0.5,944344,1001005,878240,18449139,27,3639
4016,2,2,-0.5,-2,2,1,2,0.5,2,837000,0.5,853230,-0.5,0.5,1082144,1136251,1006394,95386152,3,839
4017,2,0.5,-0.5,-2,2,1,2,0.5,2,799000,0.5,628500,-0.5,0.5,740355,814390,681127,18462189,14,2158
4018,2,0.5,-0.5,-2,2,1,2,0.5,2,769000,0.5,530000,-0.5,0.5,695487,744171,632893,18446977,46,3033
4019,2,1.5,-0.5,-2,2,1,2,0.5,2,685000,0.5,769000,-0.5,0.5,879438,932204,817877,18446690,18,4410
4020,2,1.5,-0.5,-2,2,1,2,1,2,790000,1,611000,-0.5,0.5,730388,788819,671957,18443638,52,2432
4021,2,1.5,-0.5,-2,2,1,2,0.5,2,661100,0.5,639000,2,0.5,751186,796257,698603,18447987,37,59
4022,2,1,-0.5,-2,2,1,2,-2,2,701000,-2,521500,0.5,0.5,682183,723114,634430,18455696,25,3208
4023,2,1,-0.5,-2,2,1,2,0.5,2,619500,0.5,621500,1,0.5,691577,753819,629335,82859473,6,2164
4024,2,2,-0.5,-2,2,1,2,-2,2,0,-2,0,-0.5,0.5,1212791,1358326,1079384,2113838468,0,0
4025,2,2,-0.5,-2,2,1,2,1.5,2,1487500,1.5,1211231,-0.5,0.5,1752815,1857984,1665174,68034381,11,3849
4026,2,1.5,-0.5,-2,2,1,2,1,2,916000,1,757500,-0.5,0.5,917145,972174,852945,18450479,26,3376
4027,2,2,-0.5,-2,2,1,2,1,2,1915000,1,1471000,-0.5,0.5,1729631,1902594,1591261,50918841,12,2319
4028,2,0.5,-0.5,-2,2,1,2,-2,2,0,-2,0,0.5,0.5,401526,421602,369404,116811241,27,0
4029,2,-0.5,-1.5,-2,2,1,2,2,2,0,2,22519,-0.5,0.5,0,0,0,95375873,0,0
4030,2,0,-0.5,-2,1.5,0,1,0.5,2,505000,0.5,589000,-0.5,0.5,683830,752213,642800,19595628,61,3900
4031,2,0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,73903,-0.5,0.5,846796,914540,804456,19598132,53,0
4032,2,0.5,-0.5,-2,1.5,0,1,0.5,2,213000,0.5,320694,-0.5,0.5,735930,772726,677056,19556388,63,253
4033,2,0.5,-0.5,-2,1.5,0,1,0.5,2,755000,0.5,517000,-0.5,0.5,779409,818379,724850,19556135,62,2877
4034,2,2,-0.5,-2,1.5,0,1,0.5,2,0,0.5,331090,-0.5,0.5,851524,919646,783402,19551636,58,0
4035,2,1.5,-0.5,-2,1.5,0,1,-1.5,2,720000,-1.5,627000,-0.5,0.5,754631,792363,694261,54770019,14,3191
4036,2,0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,58449,-0.5,0.5,660441,719881,614210,19557132,53,0
4037,2,1,-0.5,-2,1.5,0,1,-2,2,260000,-2,358856,0.5,0.5,675480,729518,621442,19600845,33,7939
4038,2,-0.5,-1.5,-2,1.5,0,1,-2,2,0,-2,0,-0.5,0.5,0,0,0,2108305193,9,0
4039,2,0.5,-0.5,-2,1.5,0,1,0.5,2,555000,0.5,543000,-0.5,0.5,603132,717727,512662,19554281,60,2078
4040,2,-0.5,-0.5,-2,1.5,0,1,-2,2,0,-2,0,-0.5,0.5,348261,400500,285574,2108763668,42,0
4041,2,0.5,-0.5,-2,1.5,0,1,1,2,530000,1,515000,-0.5,0.5,753589,828948,685766,19557061,53,1701
4042,2,1,-0.5,-2,1.5,0,1,0.5,2,460000,0.5,504301,-0.5,0.5,777700,824362,715484,19491843,37,766
4043,2,2,-0.5,-2,1.5,0,1,-0.5,2,755000,-0.5,870111,-0.5,0.5,1204373,1264592,1144154,59682467,12,4118
4044,2,-0.5,-1.5,-2,1.5,0,1,0.5,2,0,0.5,0,2,0.5,0,0,0,2108272487,51,0
4045,2,0.5,-0.5,-2,1.5,0,1,1,2,0,1,73722,-0.5,0.5,1167209,1283930,1073832,19618781,57,0
4046,2,-0.5,-0.5,-2,1.5,0,1,0,2,580000,0,416000,-0.5,0.5,597881,639733,538093,19581285,77,3341
4047,2,2,-0.5,-2,1.5,0,1,-1.5,2,568000,-1.5,490000,-0.5,0.5,573099,630409,527251,51073342,13,3250
4048,2,1.5,-0.5,-2,1.5,0,1,-1.5,2,425000,-1.5,418000,0.5,0.5,629117,679446,585079,19553491,41,4768
4049,2,0.5,-0.5,-2,1.5,0,1,0.5,2,227000,0.5,307159,-0.5,0.5,723584,803178,665697,19598153,62,7499
4050,2,0.5,-0.5,-2,1.5,0,1,0.5,2,31000,0.5,485000,-0.5,0.5,759975,805574,699177,19594195,60,11750
4051,2,2,-0.5,-2,1.5,0,1,-2,2,746000,-2,760920,-0.5,0.5,879463,923436,817901,64852628,10,1253
4052,2,0.5,-0.5,-2,1.5,0,1,0.5,2,226000,0.5,364352,-0.5,0.5,771988,826027,710229,19556236,64,6447
4053,2,0.5,-0.5,-2,1.5,0,1,0.5,2,90000,0.5,324185,-0.5,0.5,563156,602577,518104,19487856,52,5742
4054,2,0.5,-0.5,-2,1.5,0,1,-0.5,2,310000,-0.5,267000,0.5,0.5,560234,627462,521018,19488478,36,1780
4055,2,1,-0.5,-2,1.5,0,1,-2,2,227000,-2,582000,0.5,0.5,652315,691454,613176,61322724,11,3235
4056,2,0.5,-0.5,-2,1.5,0,1,0.5,2,450000,0.5,486184,-0.5,0.5,654485,700299,621761,19595969,59,3977
4057,2,1.5,-0.5,-2,1.5,0,1,1,2,635000,1,498770,-0.5,0.5,762324,838556,716585,19600418,54,272
4058,2,0.5,-0.5,-2,1.5,0,1,0.5,2,490000,0.5,450000,-0.5,0.5,640839,685698,583163,19488022,50,4725
4059,2,0,-0.5,-2,1.5,0,1,0.5,2,0,0.5,66367,-0.5,0.5,732619,783902,681336,19599275,59,0
4060,2,0.5,-0.5,-2,1.5,0,1,0.5,2,97000,0.5,70220,-0.5,0.5,981534,1109133,883381,19579634,66,6314
4061,2,0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,124215,-0.5,0.5,661914,708248,615580,19487868,52,0
4062,2,0.5,-0.5,-2,1.5,0,1,0.5,2,561000,0.5,302706,-0.5,0.5,799062,854996,743128,19581175,50,1000
4063,2,1.5,-0.5,-2,1.5,0,1,1,2,0,1,117487,-0.5,0.5,1006724,1107396,936253,19607642,27,0
4064,2,-0.5,-0.5,-2,1.5,0,1,0.5,2,0,0.5,37475,-0.5,0.5,697768,746612,634969,19579795,108,0
4065,2,-0.5,-1.5,-2,1.5,0,1,0.5,2,0,0.5,0,2,0.5,845695,896437,778039,2108442171,76,0
4066,2,0.5,-0.5,-2,1.5,0,1,0.5,2,440000,0.5,440852,-0.5,0.5,703290,745487,661093,19555137,59,1814
4067,2,0.5,-0.5,-2,1.5,0,1,-1.5,2,157000,-1.5,203566,0.5,0.5,492780,546986,458285,19488536,42,6392
4068,2,0.5,-0.5,-2,1.5,0,1,0.5,2,525000,0.5,444000,-0.5,0.5,605535,672144,532871,19580099,67,2149
4069,2,0.5,-0.5,-2,1.5,0,1,0.5,2,585000,0.5,46219,-0.5,0.5,551510,623206,507389,19580409,67,142
4070,2,0.5,-0.5,-2,1.5,0,1,-2,2,0,-2,0,2,0.5,0,0,0,2108364659,51,0
4071,2,1.5,-0.5,-2,1.5,0,1,0.5,2,100000,0.5,380109,-0.5,0.5,882964,935942,829986,19554533,55,4236
4072,2,-0.5,-0.5,-2,1.5,0,1,-1.5,2,195000,-1.5,247880,0.5,0.5,364499,441044,266084,19596483,51,5802
4073,2,-0.5,-0.5,-2,1.5,0,1,-0.5,2,79000,-0.5,151988,0.5,0.5,368846,398354,335650,19557709,36,2844
4074,2,0.5,-0.5,-2,1.5,0,1,-0.5,2,147500,-0.5,194738,0.5,0.5,434108,473178,390697,19557712,36,6798
4075,2,-0.5,-0.5,-2,1.5,0,1,-2,2,0,-2,0,0.5,0.5,328079,344483,298552,118008545,43,0
4076,2,-0.5,-0.5,-2,-2,0,0.5,2,2,0,2,0,-0.5,0,550989,622618,495890,2113342055,60,0
4077,2,0,-0.5,-2,-2,0,0.5,-2,2,320000,-2,183063,0.5,0,407677,448445,362833,16102121,35,722
4078,2,-0.5,-0.5,-2,-2,0,0.5,-0.5,2,0,-0.5,124007,-0.5,0,642738,713439,584892,16124977,71,0
4079,2,0.5,-0.5,-2,-2,0,0.5,0.5,2,520000,0.5,504400,-0.5,0,579640,626011,544862,16108609,101,3968
4080,2,1.5,-0.5,-2,-2,0,0.5,1,2,270000,1,735000,-0.5,0,785825,887982,691526,80132287,8,3520
4081,2,1.5,-0.5,-2,-2,0,0.5,-2,2,318000,-2,302100,0.5,0,446121,472888,419354,16129133,31,4626
4082,2,1.5,-0.5,-2,-2,0,0.5,2,2,1160000,2,1113600,-0.5,0,1408904,1479349,1296192,16148013,51,1044
4083,2,1,-0.5,-2,-2,0,0.5,1,2,1697500,1,1198996,-0.5,0,1789637,2129668,1395917,16130132,61,3346
4084,2,1.5,-0.5,-2,-2,0,0.5,0.5,2,550000,0.5,552412,-0.5,0,1096239,1293562,887954,16110333,51,3851
4085,2,1.5,-0.5,-2,-2,0,0.5,0.5,2,2000000,0.5,1286400,-0.5,0,1671108,1888352,1503997,16103489,9,2726
4086,2,2,-0.5,-2,-2,0,0.5,1,2,277500,1,406476,-0.5,0,778455,871870,685040,16108355,56,9015
