v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24
699,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,158000,0.5,269525,-0.5,0.5,708176,757748,644440,25074257,46,9642
700,2,2,-0.5,-2,2,0.5,1.5,1.5,2,285000,1.5,1518016,-0.5,0.5,2350472,2656033,2068415,25085063,22,8337
701,2,0,-0.5,-2,2,0.5,1.5,-2,2,290000,-2,300000,1,0.5,420220,449635,378198,25074549,31,4341
702,2,1.5,-0.5,-2,2,0.5,1.5,2,2,625000,2,934343,-0.5,0.5,1558669,1714536,1433975,25085098,24,9170
703,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,1200000,0.5,384847,-0.5,0.5,794301,849902,746643,25074474,46,5144
704,2,2,-0.5,-2,2,0.5,1.5,2,2,2500000,2,2651786,-0.5,0.5,3118509,4272357,2182956,25075872,15,1731
705,2,1.5,-0.5,-2,2,0.5,1.5,1.5,2,1210000,1.5,1400000,-0.5,0.5,1555884,1680355,1431413,25085064,25,4333
706,2,0.5,-0.5,-2,2,0.5,1.5,0,2,0,0,330136,-0.5,0.5,699830,741820,650842,25074125,21,0
707,2,2,-0.5,-2,2,0.5,1.5,2,2,0,2,814240,-0.5,0.5,1355334,1490867,1206247,25085103,36,0
708,2,1.5,-0.5,-2,2,0.5,1.5,2,2,0,2,882643,-0.5,0.5,1527749,1711079,1405529,25085067,25,0
709,2,1,-0.5,-2,2,0.5,1.5,1.5,2,825000,1.5,1066690,-0.5,0.5,1530069,1698377,1377062,25085097,26,5341
710,2,1,-0.5,-2,2,0.5,1.5,0.5,2,600000,0.5,748865,-0.5,0.5,850347,909871,773816,25075818,18,5118
711,2,0.5,-0.5,-2,2,0.5,1.5,0,2,447000,0,505310,-0.5,0.5,613288,662351,576491,25084880,26,4220
712,2,1.5,-0.5,-2,2,0.5,1.5,1.5,2,635000,1.5,243183,-0.5,0.5,1562969,1719266,1406672,25085085,25,8406
713,2,1,-0.5,-2,2,0.5,1.5,1.5,2,695000,1.5,947181,-0.5,0.5,1430048,1558752,1301344,25085068,26,5606
714,2,2,-0.5,-2,2,0.5,1.5,2,2,1448000,2,1550000,-0.5,0.5,1655548,1837658,1456882,25085084,26,2306
715,2,1.5,-0.5,-2,2,0.5,1.5,1.5,2,0,1.5,695580,-0.5,0.5,1394721,1492351,1283143,25085083,26,0
716,2,1.5,-0.5,-2,2,0.5,1.5,2,2,0,2,738428,-0.5,0.5,1397060,1494854,1285295,25085086,25,0
717,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,583500,-0.5,595170,-0.5,0.5,684226,732122,622646,25083065,29,1359
718,2,2,-0.5,-2,2,0.5,1.5,1.5,2,0,1.5,783095,-0.5,0.5,1546984,1686213,1423225,25085082,26,0
719,2,1.5,-0.5,-2,2,0.5,1.5,2,2,870000,2,1085854,-0.5,0.5,1491676,1596093,1387259,25085071,26,5160
720,2,-0.5,-1.5,-2,2,0.5,1.5,2,2,0,2,357398,-0.5,0.5,1343739,1478113,1169053,25085070,26,0
721,2,1,-0.5,-2,2,0.5,1.5,1.5,2,630000,1.5,849753,-0.5,0.5,1552314,1769638,1319467,25085081,26,6498
722,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,820000,-0.5,660000,-0.5,0.5,778016,824697,731335,25085737,14,2822
723,2,-0.5,-1.5,-2,2,0.5,1.5,-2,2,0,-2,167861,0.5,0.5,413047,450221,384134,25075036,35,0
724,2,1,-0.5,-2,2,0.5,1.5,0.5,2,250000,0.5,341000,-0.5,0.5,642934,687939,610787,25083793,25,7169
725,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,570000,0.5,568000,-0.5,0.5,617199,685091,573995,25083758,28,2304
726,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,500000,0.5,500000,-0.5,0.5,475884,547267,414019,25083792,29,499
727,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,245000,0.5,330511,-0.5,0.5,621849,677815,578320,25083791,29,6666
728,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,700000,0.5,568000,-0.5,0.5,616165,671620,573033,25083760,28,3254
729,2,2,-0.5,-2,2,0.5,1.5,2,2,2114000,2,1950000,-0.5,0.5,2098090,2307899,1867300,25085090,25,3461
730,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,250000,-0.5,366181,-0.5,0.5,704036,739238,647713,25083761,28,8399
731,2,1,-0.5,-2,2,0.5,1.5,0,2,663500,0,600000,-0.5,0.5,715768,751556,665664,25083763,28,1519
732,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,225000,0.5,297580,-0.5,0.5,499397,559325,444463,25083787,28,6223
733,2,1,-0.5,-2,2,0.5,1.5,0,2,590000,0,543321,-0.5,0.5,653655,699411,614436,25083764,28,601
734,2,1,-0.5,-2,2,0.5,1.5,0.5,2,241000,0.5,339284,-0.5,0.5,661077,707352,614802,25083786,28,7881
735,2,0.5,-0.5,-2,2,0.5,1.5,0,2,593000,0,497000,-0.5,0.5,491325,550284,432366,25083765,28,2709
736,2,1,-0.5,-2,2,0.5,1.5,0.5,2,342000,0.5,619000,-0.5,0.5,726468,770056,675615,25083785,28,5686
737,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,489000,0.5,564574,-0.5,0.5,617437,673006,580391,25083766,28,3865
738,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,450000,0.5,468180,-0.5,0.5,501021,561144,445909,25083784,28,1197
739,2,1,-0.5,-2,2,0.5,1.5,0.5,2,287000,0.5,428782,-0.5,0.5,714953,750701,664906,25083767,28,9045
740,2,1,-0.5,-2,2,0.5,1.5,0.5,2,489000,0.5,619000,-0.5,0.5,715140,750897,665080,25083783,28,5018
741,2,0.5,-0.5,-2,2,0.5,1.5,1,2,235500,1,338177,-0.5,0.5,657609,710218,611576,25083768,28,7989
742,2,0.5,-0.5,-2,2,0.5,1.5,0,2,300000,0,381917,-0.5,0.5,623929,673843,580254,25083782,28,5762
743,2,0.5,-0.5,-2,2,0.5,1.5,1,2,358000,1,504139,-0.5,0.5,785358,840333,722529,25083769,28,5496
744,2,1,-0.5,-2,2,0.5,1.5,0,2,0,0,388594,-0.5,0.5,715091,750846,657884,25083781,28,0
745,2,2,-0.5,-2,2,0.5,1.5,1,2,830000,1,995700,-0.5,0.5,1284780,1374715,1156302,25083904,24,4439
746,2,1,-0.5,-2,2,0.5,1.5,0.5,2,345000,0.5,439204,-0.5,0.5,722071,765395,678747,25083770,28,5616
747,2,0.5,-0.5,-2,2,0.5,1.5,0,2,398000,0,476856,-0.5,0.5,653571,705857,607821,25083780,28,4595
748,2,0.5,-0.5,-2,2,0.5,1.5,1,2,720000,1,568000,-0.5,0.5,674094,728022,626907,25083802,28,2829
749,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,415000,0.5,497730,-0.5,0.5,625509,669295,581723,25083771,28,4334
750,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,222500,0.5,294934,-0.5,0.5,498412,558221,448571,25083779,28,6187
751,2,1,-0.5,-2,2,0.5,1.5,0,2,610000,0,610000,-0.5,0.5,711272,753948,661483,25083772,28,1304
752,2,1,-0.5,-2,2,0.5,1.5,0,2,485000,0,570413,-0.5,0.5,657659,716848,618199,25083773,28,4299
753,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,700000,0.5,568000,-0.5,0.5,668359,728511,628257,25083800,29,3010
754,2,0.5,-0.5,-2,2,0.5,1.5,0,2,220000,0,303650,-0.5,0.5,621538,671261,584246,25083775,28,7286
755,2,1,-0.5,-2,2,0.5,1.5,0,2,635000,0,619000,-0.5,0.5,709724,752307,667141,25083776,28,3564
756,2,0.5,-0.5,-2,2,0.5,1.5,0,2,668000,0,321593,-0.5,0.5,653380,705650,607643,25083777,28,286
757,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,585000,0.5,497000,-0.5,0.5,497088,561709,442408,25083778,28,2578
758,2,1.5,-0.5,-2,2,0.5,1.5,1,2,1384000,1,1160000,-0.5,0.5,1405206,1489518,1278737,25083903,24,2885
759,2,1,-0.5,-2,2,0.5,1.5,0.5,2,357000,0.5,454481,-0.5,0.5,750312,810337,697790,25083799,29,5501
760,2,1,-0.5,-2,2,0.5,1.5,1,2,0,1,671710,-0.5,0.5,1090579,1199637,981521,25083905,24,0
761,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,275000,0.5,410705,-0.5,0.5,636307,674485,585402,25083798,28,8834
762,2,1,-0.5,-2,2,0.5,1.5,1,2,1149000,1,638609,-0.5,0.5,956165,1051781,860549,25083902,24,3054
763,2,1.5,-0.5,-2,2,0.5,1.5,1,2,0,1,694571,-0.5,0.5,1269679,1383950,1155408,25083906,24,0
764,2,1.5,-0.5,-2,2,0.5,1.5,1,2,655000,1,817511,-0.5,0.5,1222834,1320661,1100551,25083901,24,5327
765,2,1,-0.5,-2,2,0.5,1.5,1,2,1025000,1,1025000,-0.5,0.5,975500,1053540,887705,25083907,24,624
766,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,835000,-0.5,660000,-0.5,0.5,785541,832673,738409,25085571,16,3282
767,2,1.5,-0.5,-2,2,0.5,1.5,1,2,450000,1,633518,-0.5,0.5,1224909,1347400,1102418,25083926,24,7835
768,2,1,-0.5,-2,2,0.5,1.5,0.5,2,585000,0.5,585000,-0.5,0.5,656217,708714,616844,25083808,28,602
769,2,0.5,-0.5,-2,2,0.5,1.5,0,2,284000,0,361548,-0.5,0.5,622679,678720,585318,25083818,28,5714
770,2,1,-0.5,-2,2,0.5,1.5,0,2,268500,0,377998,-0.5,0.5,716119,751925,658829,25083809,28,7681
771,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,250000,0.5,336987,-0.5,0.5,771925,825960,710171,25074718,45,6497
772,2,1,-0.5,-2,2,0.5,1.5,0,2,570000,0,574291,-0.5,0.5,718946,754893,661430,25083817,28,1540
773,2,1,-0.5,-2,2,0.5,1.5,0,2,531500,0,557133,-0.5,0.5,666640,726638,626642,25083810,28,1546
774,2,0.5,-0.5,-2,2,0.5,1.5,0,2,214000,0,49975,-0.5,0.5,504544,560044,449044,25083816,28,6768
775,2,0.5,-0.5,-2,2,0.5,1.5,0,2,440000,0,527841,-0.5,0.5,619879,669469,576487,25083811,28,4360
776,2,0.5,-0.5,-2,2,0.5,1.5,1,2,950000,1,969000,-0.5,0.5,1095893,1183564,1008222,25083912,24,713
777,2,0.5,-0.5,-2,2,0.5,1.5,0,2,439000,0,526641,-0.5,0.5,627995,678235,577755,25083815,28,4368
778,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,372500,0.5,446865,-0.5,0.5,495653,555131,441131,25083812,28,4367
779,2,1,-0.5,-2,2,0.5,1.5,0.5,2,362500,0.5,479434,-0.5,0.5,905731,969132,851387,25074796,41,6131
780,2,1.5,-0.5,-2,2,0.5,1.5,1,2,539500,1,750849,-0.5,0.5,1166617,1259946,1073288,25083913,24,6168
781,2,1,-0.5,-2,2,0.5,1.5,0,2,259000,0,364483,-0.5,0.5,714096,749801,656968,25083814,28,7832
782,2,1.5,-0.5,-2,2,0.5,1.5,1,2,0,1,703234,-0.5,0.5,1248913,1361315,1124022,25083921,24,0
783,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,228000,0.5,320982,-0.5,0.5,624473,674431,574515,25083813,28,7741
784,2,1,-0.5,-2,2,0.5,1.5,1,2,1010000,1,124533,-0.5,0.5,905758,969161,851413,25083920,23,1700
785,2,1.5,-0.5,-2,2,0.5,1.5,1,2,1050000,1,1071000,-0.5,0.5,1313897,1432148,1182507,25083914,24,685
786,2,1.5,-0.5,-2,2,0.5,1.5,1,2,436500,1,638767,-0.5,0.5,1095956,1161713,1019239,25083919,23,8514
787,2,2,-0.5,-2,2,0.5,1.5,1,2,517500,1,698122,-0.5,0.5,1244601,1331723,1120141,25083915,22,6518
788,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,0,0.5,368520,-0.5,0.5,772364,818706,718299,25075062,29,0
789,2,2,-0.5,-2,2,0.5,1.5,1,2,935000,1,1049000,-0.5,0.5,1152974,1302861,1026147,25083918,23,3688
790,2,1,-0.5,-2,2,0.5,1.5,0,2,0,0,261980,-0.5,0.5,713371,749040,663435,25083805,29,0
791,2,1.5,-0.5,-2,2,0.5,1.5,1,2,440000,1,655621,-0.5,0.5,1240968,1352655,1104462,25083917,22,8358
792,2,1,-0.5,-2,2,0.5,1.5,1,2,450000,1,659127,-0.5,0.5,982750,1061370,884475,25083916,23,8508
793,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,514250,-0.5,517640,-0.5,0.5,602678,644865,566517,25083877,24,2212
794,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,237500,-0.5,354530,-0.5,0.5,721968,758066,664211,25083878,24,9008
795,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,490000,-0.5,512411,-0.5,0.5,587207,628311,551975,25083879,25,1770
796,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,690000,-0.5,605000,-0.5,0.5,623970,673888,580292,25083880,25,3193
797,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,639000,-0.5,652000,-0.5,0.5,723373,759542,665503,25083881,25,1988
798,2,1.5,-0.5,-2,2,0.5,1.5,1.5,2,625000,1.5,936572,-0.5,0.5,1443352,1558820,1327884,25085076,25,8336
799,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,676000,-0.5,605000,-0.5,0.5,665882,719153,625929,25083882,25,2997
800,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,259000,0.5,386950,-0.5,0.5,753980,806759,701201,25074448,45,8716
801,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,121000,-0.5,203763,0.5,0.5,488228,527286,454052,25083194,28,384
802,2,0,-0.5,-2,2,0.5,1.5,-2,2,0,-2,121726,0.5,0.5,390580,437450,351522,25075035,35,0
803,2,0.5,-0.5,-2,2,0.5,1.5,0,2,0,0,222279,-0.5,0.5,530859,583945,483082,25084889,26,0
804,2,1,-0.5,-2,2,0.5,1.5,0.5,2,773000,0.5,620000,-0.5,0.5,776354,830699,722009,25083858,27,2421
805,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,355000,-0.5,362100,0.5,0.5,365391,416546,328852,25083179,28,714
806,2,1,-0.5,-2,2,0.5,1.5,0,2,570000,0,596071,-0.5,0.5,705251,740514,655883,25083859,27,1963
807,2,1,-0.5,-2,2,0.5,1.5,1,2,1110000,1,918000,-0.5,0.5,923343,987977,867942,25085037,23,3261
808,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,480000,-0.5,295801,1,0.5,441564,507799,384161,25083178,28,237
809,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,163301,-0.5,0.5,486840,540392,457630,25083224,28,0
810,2,0.5,-0.5,-2,2,0.5,1.5,0,2,270000,0,350094,-0.5,0.5,616488,671972,579499,25083861,26,6097
811,2,1,-0.5,-2,2,0.5,1.5,0,2,317500,0,562000,-0.5,0.5,592399,639791,545007,25083872,25,3374
812,2,1.5,-0.5,-2,2,0.5,1.5,2,2,1450000,2,1479000,-0.5,0.5,1847184,2105790,1625522,25085080,25,672
813,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,400000,-0.5,418295,-0.5,0.5,577006,617396,536616,25083181,28,1820
814,2,1.5,-0.5,-2,2,0.5,1.5,1,2,1224500,1,1080000,-0.5,0.5,1260511,1373957,1134460,25085036,23,3310
815,2,1,-0.5,-2,2,0.5,1.5,0,2,330000,0,427894,-0.5,0.5,688398,729702,640210,25083862,27,5776
816,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,43000,0.5,91588,-0.5,0.5,750097,810105,697590,25074704,44,14807
817,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,163000,-0.5,248394,0.5,0.5,513756,554856,472656,25083176,28,9304
818,2,0.5,-0.5,-2,2,0.5,1.5,0,2,0,0,254138,-0.5,0.5,518639,580876,456402,25083863,27,0
819,2,1,-0.5,-2,2,0.5,1.5,1,2,474000,1,626902,-0.5,0.5,912886,967659,848984,25085035,23,6231
820,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,540000,-0.5,440000,-0.5,0.5,469858,512145,427571,25083182,28,2885
821,2,1.5,-0.5,-2,2,0.5,1.5,-1.5,2,460000,-1.5,465000,-0.5,0.5,510428,556367,459385,25083175,28,2120
822,2,0,-0.5,-2,2,0.5,1.5,-2,2,180500,-2,229786,0.5,0.5,387246,437588,348521,25074551,31,5460
823,2,1,-0.5,-2,2,0.5,1.5,0,2,519000,0,610400,-0.5,0.5,715292,758210,672374,25084993,25,3962
824,2,1,-0.5,-2,2,0.5,1.5,0,2,0,0,283789,-0.5,0.5,710484,746008,660750,25083865,26,0
825,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,199000,-0.5,258033,-0.5,0.5,540848,589524,492172,25083183,28,5855
826,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,685000,-0.5,562000,-0.5,0.5,587949,629105,552672,25084992,25,3107
827,2,1.5,-0.5,-2,2,0.5,1.5,1,2,479000,1,687843,-0.5,0.5,1160501,1288156,1056056,25085034,23,8175
828,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,563409,-0.5,617000,-0.5,0.5,779310,826069,732551,25085490,16,4396
829,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,526000,-0.5,607292,-0.5,0.5,694503,743118,631998,25085633,15,3919
830,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,460000,-0.5,541010,-0.5,0.5,639341,690488,600981,25084991,25,4276
831,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,609000,-0.5,562000,-0.5,0.5,579894,626286,539301,25084990,25,2638
832,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,357500,-0.5,428870,0.5,0.5,504565,544930,464200,25083173,28,4571
833,2,0.5,-0.5,-2,2,0.5,1.5,0,2,670000,0,568000,-0.5,0.5,611244,660144,568457,25083867,27,3073
834,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,252000,-0.5,354770,-0.5,0.5,715690,751474,665592,25084989,25,7870
835,2,1.5,-0.5,-2,2,0.5,1.5,1,2,425000,1,622510,-0.5,0.5,1246798,1359010,1109650,25085033,22,8422
836,2,0.5,-0.5,-2,2,0.5,1.5,0,2,387000,0,270262,-0.5,0.5,527873,580660,480364,25084875,26,4866
837,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,555000,-0.5,577421,-0.5,0.5,680187,734602,632574,25084988,25,1141
838,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,340500,-0.5,408477,0.5,0.5,485876,534464,437288,25083172,28,4472
839,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,238000,0.5,314773,-0.5,0.5,649215,701152,616754,25084983,25,6231
840,2,1,-0.5,-2,2,0.5,1.5,0,2,0,0,318037,-0.5,0.5,711617,754314,676036,25084987,25,0
841,2,1,-0.5,-2,2,0.5,1.5,0,2,250000,0,378662,-0.5,0.5,718083,761168,667817,25084876,26,8415
842,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,355000,-0.5,417518,0.5,0.5,434069,499179,360277,25083171,28,4139
843,2,1,-0.5,-2,2,0.5,1.5,0,2,250000,0,372137,-0.5,0.5,689876,738167,620888,25084877,26,7952
844,2,0.5,-0.5,-2,2,0.5,1.5,0,2,610000,0,110044,-0.5,0.5,531729,584902,483873,25084878,26,2904
845,2,1,-0.5,-2,2,0.5,1.5,1,2,747000,1,941377,-0.5,0.5,928615,993618,854326,25085031,23,4486
846,2,1,-0.5,-2,2,0.5,1.5,0,2,620000,0,397572,-0.5,0.5,704450,746717,655138,25084879,26,1113
847,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,199000,0.5,419981,-0.5,0.5,731162,782343,687292,25074942,41,3636
848,2,1,-0.5,-2,2,0.5,1.5,0,2,750000,0,667000,-0.5,0.5,773838,828007,719669,25084977,24,3243
849,2,1.5,-0.5,-2,2,0.5,1.5,0,2,595000,0,622214,-0.5,0.5,651419,703533,605820,25084976,24,1759
850,2,2,-0.5,-2,2,0.5,1.5,0.5,2,800000,0.5,725000,-0.5,0.5,897640,969451,834805,25084882,26,3626
851,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,448500,-0.5,527484,-0.5,0.5,583541,624389,542693,25084974,24,4285
852,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,250000,-0.5,337257,-0.5,0.5,711721,761541,669018,25084973,24,6511
853,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,477000,-0.5,486540,-0.5,0.5,583014,623825,548033,25084972,24,833
854,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,180000,-0.5,274149,-0.5,0.5,687984,729263,626065,25083155,30,9351
855,2,1,-0.5,-2,2,0.5,1.5,0,2,712000,0,521365,-0.5,0.5,667577,720983,614171,25083160,30,274
856,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,206272,-0.5,578622,-0.5,0.5,751026,803598,690944,25083154,30,1350
857,2,1,-0.5,-2,2,0.5,1.5,0,2,264000,0,336087,-0.5,0.5,604102,652430,561815,25083127,30,5557
858,2,1.5,-0.5,-2,2,0.5,1.5,0.5,2,525000,0.5,550320,-0.5,0.5,777952,832409,723495,25074742,44,1630
859,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,329000,-0.5,394681,-0.5,0.5,446832,491515,397680,25083252,28,4311
860,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,214500,-0.5,308021,-0.5,0.5,585614,632463,550477,25084970,24,8140
861,2,1.5,-0.5,-2,2,0.5,1.5,1,2,1300000,1,1123631,-0.5,0.5,1329650,1449318,1236574,25085030,23,232
862,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,645000,-0.5,540000,-0.5,0.5,662018,721600,595816,25083153,30,2423
863,2,1.5,-0.5,-2,2,0.5,1.5,1,2,0,1,111661,-0.5,0.5,867044,919067,797680,25074268,44,0
864,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,435000,-0.5,452573,-0.5,0.5,630494,680934,580054,25083188,28,1365
865,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,169500,-0.5,257691,0.5,0.5,520461,562098,484029,111392874,28,8631
866,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,435000,-0.5,452573,0.5,0.5,488249,522426,454072,25083250,28,1372
867,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,357000,-0.5,445574,-0.5,0.5,685583,726718,617025,25083151,30,5257
868,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,198264,0.5,0.5,518513,559994,482217,25083249,28,0
869,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,227000,-0.5,306228,-0.5,0.5,674093,728020,626906,25083161,30,6603
870,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,195500,-0.5,258204,-0.5,0.5,621381,671091,577884,25083150,30,6607
871,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,185000,-0.5,281921,-0.5,0.5,671302,718293,631024,25083126,30,9185
872,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,445000,-0.5,453900,0.5,0.5,523117,570198,486499,25083248,28,1003
873,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,240000,-0.5,305406,0.5,0.5,527326,574785,490413,25083191,28,5623
874,2,1.5,-0.5,-2,2,0.5,1.5,-0.5,2,707500,-0.5,555561,-0.5,0.5,680571,714600,619320,25083149,30,251
875,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,165000,-1.5,222588,0.5,0.5,418900,477546,364443,25083247,28,6622
876,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,423000,-0.5,610000,-0.5,0.5,677530,724957,616552,25083148,30,4724
877,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,481000,-0.5,440000,-0.5,0.5,448634,480038,403771,25083197,28,267
878,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,327000,-1.5,392281,0.5,0.5,413157,483394,363578,25083246,28,4665
879,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,485000,-0.5,480000,-0.5,0.5,450678,495746,401103,25083147,30,2037
880,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,162500,-0.5,403794,-0.5,0.5,589424,642472,542270,25083198,28,2577
881,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,197000,-0.5,268707,0.5,0.5,516603,557931,480441,25083245,28,7013
882,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,220000,-0.5,315920,-0.5,0.5,664061,717186,610936,25083162,30,8280
883,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,340000,-0.5,416030,0.5,0.5,524580,566546,493105,25083190,28,4942
884,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,235000,-0.5,387315,-0.5,0.5,707998,757558,665518,25083146,30,8878
885,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,100000,-0.5,295578,-0.5,0.5,652931,698636,607226,25083125,30,6469
886,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,190340,0.5,0.5,420371,470816,365723,25083186,28,0
887,2,-0.5,-1.5,-2,2,0.5,1.5,-0.5,2,420000,-0.5,484910,-0.5,0.5,578880,630979,532570,25083199,28,3872
888,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,505000,-0.5,500000,0.5,0.5,522176,563950,485624,25083244,28,3572
889,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,500000,-0.5,485000,0.5,0.5,488791,527894,459464,25083243,28,3495
890,2,2,-0.5,-2,2,0.5,1.5,1,2,522000,1,808012,-0.5,0.5,1312406,1496143,1168041,25085029,23,8700
891,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,164000,-0.5,254916,-0.5,0.5,664418,724216,597976,25083144,30,9771
892,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,425000,-0.5,442170,-0.5,0.5,640045,697649,588841,25083201,28,1049
893,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,186500,-0.5,246660,-0.5,0.5,591926,645199,544572,25083242,28,6203
894,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,410000,-0.5,426563,1,0.5,497773,552528,457951,25083185,28,1310
895,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,317000,-0.5,380285,-0.5,0.5,442074,499544,397867,25083241,28,4409
896,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,455000,-0.5,556746,-0.5,0.5,675830,723138,628522,25083163,30,4902
897,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,233000,-0.5,328021,-0.5,0.5,760490,821329,707256,25083142,30,7862
898,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,228000,-0.5,306900,-0.5,0.5,661420,714334,608506,25083124,30,7091
899,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,229000,-0.5,291530,1,0.5,629655,692620,566690,25083184,28,5616
900,2,1,-0.5,-2,2,0.5,1.5,-1.5,2,0,-1.5,164950,0.5,0.5,405947,470899,349114,25083203,28,0
901,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,265000,-0.5,330748,0.5,0.5,507344,547932,456610,25083218,28,5336
902,2,0.5,-0.5,-2,2,0.5,1.5,-0.5,2,420000,-0.5,439210,0.5,0.5,370562,415029,329800,25083240,28,1772
903,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,497500,-0.5,507143,-0.5,0.5,657569,716750,604963,25083141,30,716
904,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,193000,-0.5,255257,0.5,0.5,521689,558207,479954,25083204,28,6328
905,2,1,-0.5,-2,2,0.5,1.5,-0.5,2,0,-0.5,195515,-0.5,0.5,588229,641170,541171,25083239,28,0
